season,soil_moisture,temperature,humidity,rain_probability,time_of_day,soil_ec,action_state
Pre-Monsoon,591,30.6,83,0.44,10,1.19,0
Monsoon,653,27.7,88,0.9,21,2.92,0
Monsoon,418,23.0,90,0.67,2,2.95,0
Winter,861,13.9,78,0.08,11,2.72,1
Pre-Monsoon,580,32.4,61,0.13,0,2.69,1
Pre-Monsoon,368,26.1,66,0.44,20,1.87,0
Monsoon,420,28.8,97,0.84,21,1.08,0
Monsoon,310,26.5,98,0.86,15,3.04,0
Monsoon,838,28.4,89,0.95,19,1.44,0
Pre-Monsoon,493,25.8,60,0.12,0,1.37,0
Monsoon,399,27.6,95,0.85,14,1.97,0
Pre-Monsoon,309,31.6,68,0.31,1,1.69,0
Monsoon,857,28.8,86,0.62,0,1.62,0
Pre-Monsoon,502,27.6,82,0.19,11,1.43,0
Monsoon,298,24.2,89,0.67,11,2.38,0
Monsoon,842,29.5,94,0.81,23,1.52,0
Monsoon,251,23.6,94,0.66,12,2.48,0
Winter,665,20.5,74,0.02,1,1.56,1
Monsoon,597,29.2,87,0.97,17,2.21,0
Post-Monsoon,310,23.8,74,0.11,12,2.23,0
Pre-Monsoon,683,27.6,66,0.26,1,2.84,2
Winter,697,12.1,74,0.07,8,1.53,1
Post-Monsoon,706,24.1,83,0.2,23,0.95,3
Pre-Monsoon,834,26.4,62,0.49,18,2.58,0
Winter,548,19.3,75,0.13,13,1.33,0
Pre-Monsoon,441,32.0,77,0.1,15,1.63,0
Post-Monsoon,568,22.0,84,0.39,21,2.11,0
Monsoon,282,27.5,95,0.59,12,1.73,0
Pre-Monsoon,794,26.1,74,0.35,17,3.03,2
Monsoon,327,29.1,96,0.6,14,1.95,0
Post-Monsoon,519,27.5,77,0.11,21,1.58,0
Winter,912,18.1,65,0.06,8,2.58,1
Monsoon,459,25.2,91,0.91,22,3.0,0
Post-Monsoon,520,20.1,81,0.4,18,2.45,0
Pre-Monsoon,804,31.5,63,0.48,19,1.31,0
Monsoon,587,22.2,91,0.55,16,1.26,0
Post-Monsoon,883,27.9,72,0.25,7,1.54,1
Winter,694,14.7,80,0.1,10,1.91,1
Pre-Monsoon,534,28.5,79,0.32,3,1.59,0
Pre-Monsoon,632,31.7,71,0.32,19,2.82,2
Post-Monsoon,701,23.9,77,0.38,19,2.1,0
Monsoon,833,28.5,91,0.93,4,1.58,0
Monsoon,266,26.2,85,0.6,4,1.1,0
Post-Monsoon,940,24.7,80,0.15,22,1.4,1
Post-Monsoon,796,22.6,80,0.11,11,1.63,1
Winter,303,16.4,79,0.05,11,2.94,0
Monsoon,586,25.7,85,0.7,9,1.43,0
Monsoon,492,26.6,85,0.98,6,1.45,0
Monsoon,662,24.2,89,0.9,17,1.28,0
Post-Monsoon,771,19.0,70,0.34,7,1.11,3
Winter,859,13.9,74,0.04,16,1.36,1
Monsoon,361,29.2,85,0.96,5,1.34,0
Monsoon,742,24.8,98,0.93,23,1.58,0
Monsoon,450,29.3,87,0.53,7,1.83,0
Post-Monsoon,372,18.0,71,0.19,6,1.48,0
Pre-Monsoon,547,29.9,67,0.1,3,1.97,0
Monsoon,916,25.4,94,0.57,3,1.61,0
Post-Monsoon,635,21.4,77,0.37,12,2.67,0
Monsoon,851,29.7,89,0.59,0,1.26,0
Pre-Monsoon,848,30.6,76,0.58,2,2.9,0
Monsoon,466,27.2,95,0.55,16,1.46,0
Pre-Monsoon,455,28.0,75,0.27,16,2.46,0
Pre-Monsoon,577,32.8,85,0.44,23,1.49,0
Monsoon,365,27.2,90,0.78,3,2.94,0
Winter,373,20.0,67,0.08,16,1.01,4
Winter,920,13.5,79,0.06,17,1.41,1
Post-Monsoon,672,19.1,73,0.18,0,1.91,1
Winter,338,13.5,75,0.07,20,2.26,0
Monsoon,253,22.9,94,0.54,23,1.02,0
Monsoon,261,22.3,97,0.88,16,3.14,0
Post-Monsoon,799,22.0,83,0.26,20,1.26,1
Post-Monsoon,680,22.9,71,0.31,14,1.82,1
Winter,613,13.1,77,0.1,12,2.09,1
Post-Monsoon,940,21.4,74,0.3,14,1.02,3
Monsoon,780,26.3,96,0.68,2,3.26,0
Post-Monsoon,891,20.7,76,0.29,5,1.58,1
Pre-Monsoon,673,32.5,80,0.53,5,1.67,0
Monsoon,807,26.4,98,0.83,1,2.29,0
Pre-Monsoon,717,32.7,64,0.17,4,1.97,1
Pre-Monsoon,867,28.6,70,0.25,11,3.3,2
Monsoon,340,24.0,97,0.9,23,2.22,0
Post-Monsoon,606,25.0,73,0.4,11,1.4,0
Monsoon,937,23.2,92,0.94,12,2.3,0
Winter,426,18.4,76,0.06,5,1.82,0
Pre-Monsoon,882,26.6,85,0.55,10,3.2,0
Monsoon,799,29.2,92,0.92,18,2.72,0
Monsoon,324,26.6,97,0.74,21,1.72,0
Monsoon,886,27.3,97,0.9,18,3.03,0
Monsoon,631,25.7,87,0.8,0,2.38,0
Winter,757,15.3,77,0.08,12,2.33,1
Monsoon,342,22.2,95,0.82,12,1.18,0
Post-Monsoon,601,23.2,78,0.21,12,3.32,2
Monsoon,487,29.8,97,0.65,3,2.66,0
Monsoon,830,23.2,93,0.61,7,2.29,0
Post-Monsoon,780,22.2,73,0.35,20,2.12,1
Post-Monsoon,599,24.1,77,0.39,16,0.96,0
Pre-Monsoon,864,31.9,60,0.16,15,2.06,1
Post-Monsoon,758,22.2,81,0.33,19,2.0,1
Monsoon,386,27.2,87,0.73,0,1.39,0
Post-Monsoon,562,25.3,83,0.3,4,3.03,2
Post-Monsoon,708,22.9,79,0.29,20,1.59,1
Monsoon,503,27.5,86,0.51,8,1.12,0
Monsoon,925,27.7,89,0.93,20,1.88,0
Monsoon,886,29.1,85,0.98,17,2.84,0
Post-Monsoon,463,21.0,75,0.13,2,1.94,0
Monsoon,800,22.3,94,0.61,17,1.85,0
Monsoon,485,25.0,89,0.53,12,1.83,0
Pre-Monsoon,867,27.9,75,0.18,23,2.39,1
Winter,897,17.6,69,0.06,22,2.27,1
Monsoon,461,22.5,87,0.94,14,2.0,0
Post-Monsoon,393,24.7,81,0.32,9,1.59,0
Monsoon,651,24.7,98,0.67,20,2.57,0
Winter,726,20.1,71,0.13,12,1.97,1
Winter,553,16.9,66,0.01,0,1.83,1
Winter,251,14.3,77,0.13,2,1.62,0
Post-Monsoon,408,21.5,82,0.32,23,1.03,4
Pre-Monsoon,930,30.0,74,0.12,22,2.25,1
Pre-Monsoon,450,32.7,74,0.57,1,1.22,0
Post-Monsoon,369,27.7,75,0.18,23,2.51,0
Monsoon,680,22.4,93,0.87,19,1.58,0
Monsoon,422,26.2,97,0.82,10,2.91,0
Monsoon,606,26.0,88,0.78,17,1.71,0
Pre-Monsoon,620,29.7,72,0.16,9,2.99,2
Winter,688,21.3,73,0.14,4,1.78,1
Monsoon,358,29.6,91,0.52,8,1.53,0
Monsoon,876,25.5,95,0.71,21,3.09,0
Monsoon,417,24.7,85,0.88,2,1.79,0
Post-Monsoon,470,27.5,85,0.35,8,1.41,0
Monsoon,411,24.7,98,0.68,22,2.63,0
Monsoon,379,24.5,96,0.64,8,1.29,0
Monsoon,793,26.6,97,0.75,3,3.27,0
Monsoon,464,25.1,87,0.55,20,1.3,0
Monsoon,799,27.4,98,0.65,8,1.69,0
Monsoon,691,25.6,87,0.68,9,1.33,0
Winter,943,20.8,73,0.11,19,1.58,1
Pre-Monsoon,263,27.6,80,0.31,1,1.69,0
Monsoon,410,24.5,91,0.82,16,3.05,0
Monsoon,668,25.3,86,0.89,3,2.21,0
Post-Monsoon,490,19.6,70,0.17,20,1.18,0
Pre-Monsoon,659,26.4,70,0.33,19,1.49,1
Winter,299,20.8,76,0.15,18,2.08,0
Monsoon,454,29.4,85,0.87,15,1.18,0
Monsoon,834,26.4,86,0.57,22,1.74,0
Pre-Monsoon,845,26.4,70,0.42,20,1.83,0
Monsoon,677,23.8,88,0.65,1,3.35,0
Post-Monsoon,658,18.3,82,0.4,20,2.09,0
Post-Monsoon,290,24.3,85,0.19,4,1.92,0
Post-Monsoon,708,21.2,70,0.38,13,1.26,0
Monsoon,251,25.4,94,0.97,11,1.1,0
Monsoon,565,26.8,93,0.89,2,1.64,0
Winter,818,17.0,80,0.04,8,2.48,1
Pre-Monsoon,946,29.5,60,0.17,17,1.39,1
Monsoon,493,30.0,89,0.76,1,1.55,0
Winter,520,21.5,79,0.03,12,2.63,0
Winter,808,18.4,72,0.02,6,1.34,1
Winter,828,12.2,69,0.11,6,0.86,3
Monsoon,330,25.2,97,0.79,6,2.21,0
Winter,871,20.3,68,0.02,5,2.28,1
Monsoon,519,22.5,98,0.84,2,1.04,0
Winter,874,16.2,73,0.01,4,2.63,1
Monsoon,429,22.8,97,0.79,6,1.59,0
Post-Monsoon,755,22.4,76,0.28,13,3.31,2
Pre-Monsoon,788,25.6,64,0.55,4,1.14,0
Pre-Monsoon,666,32.4,80,0.58,9,1.12,0
Post-Monsoon,509,27.5,72,0.3,10,2.04,0
Monsoon,700,23.0,86,0.62,4,3.18,0
Winter,699,15.5,78,0.05,12,1.11,3
Post-Monsoon,903,27.9,82,0.36,10,2.2,0
Pre-Monsoon,755,32.0,79,0.54,22,2.61,0
Post-Monsoon,770,18.8,84,0.1,22,0.89,3
Monsoon,423,22.4,97,0.96,12,1.14,0
Pre-Monsoon,585,29.0,61,0.52,1,1.58,0
Post-Monsoon,814,27.0,70,0.21,14,3.12,2
Winter,559,15.5,78,0.09,7,2.31,1
Pre-Monsoon,539,30.5,65,0.29,9,1.04,0
Post-Monsoon,613,22.7,81,0.12,19,1.19,3
Post-Monsoon,850,24.1,84,0.27,9,2.47,1
Winter,600,19.6,66,0.11,21,1.19,3
Post-Monsoon,591,24.8,71,0.12,12,3.16,2
Monsoon,913,26.0,95,0.63,8,1.81,0
Monsoon,285,22.4,92,0.63,17,1.5,0
Winter,490,14.1,67,0.07,21,1.36,0
Monsoon,800,25.4,90,0.9,19,1.49,0
Monsoon,835,27.0,88,0.59,1,2.22,0
Monsoon,657,29.0,91,0.62,14,1.79,0
Post-Monsoon,668,26.2,84,0.11,2,2.67,1
Winter,321,16.3,77,0.01,11,1.55,0
Monsoon,629,26.6,89,0.99,16,2.93,0
Monsoon,368,24.7,87,0.83,9,1.78,0
Pre-Monsoon,942,27.6,79,0.19,6,2.77,1
Monsoon,738,25.0,90,0.56,11,1.58,0
Post-Monsoon,941,22.5,79,0.23,11,2.48,1
Post-Monsoon,510,22.3,73,0.39,10,0.91,0
Winter,296,15.5,74,0.04,7,2.51,0
Post-Monsoon,683,18.8,78,0.27,7,2.02,1
Pre-Monsoon,736,26.1,62,0.45,18,2.14,0
Monsoon,652,23.2,98,0.59,13,1.2,0
Monsoon,841,22.9,86,0.67,13,2.2,0
Monsoon,858,26.0,94,0.92,10,1.4,0
Monsoon,576,24.1,90,0.96,1,1.69,0
Pre-Monsoon,600,30.4,69,0.49,14,1.14,0
Monsoon,437,23.0,88,0.64,4,1.52,0
Winter,498,14.7,73,0.15,4,1.5,0
Post-Monsoon,365,24.2,78,0.38,14,2.86,0
Post-Monsoon,679,22.1,82,0.31,12,2.9,2
Winter,378,18.6,73,0.06,5,0.96,4
Winter,758,21.7,76,0.08,18,2.09,1
Monsoon,468,24.5,89,0.77,1,1.21,0
Monsoon,777,22.1,87,0.94,6,1.48,0
Winter,713,12.2,70,0.05,11,0.95,3
Post-Monsoon,640,22.6,75,0.32,1,1.49,1
Winter,922,17.6,66,0.12,11,3.15,2
Post-Monsoon,904,19.5,78,0.18,6,1.35,1
Monsoon,833,29.0,96,0.91,9,1.9,0
Pre-Monsoon,828,31.0,65,0.15,1,1.35,1
Pre-Monsoon,903,27.8,60,0.11,23,2.47,1
Pre-Monsoon,258,31.6,65,0.48,0,1.76,0
Monsoon,818,24.9,95,0.7,6,1.47,0
Post-Monsoon,400,20.4,77,0.16,20,3.13,0
Post-Monsoon,725,18.6,76,0.3,17,1.95,1
Pre-Monsoon,783,26.5,77,0.29,21,1.97,1
Monsoon,566,22.2,91,0.78,2,1.99,0
Monsoon,803,29.9,98,0.63,20,1.63,0
Pre-Monsoon,646,28.9,73,0.24,11,2.24,1
Post-Monsoon,724,27.7,83,0.37,23,1.43,0
Monsoon,771,28.8,90,0.62,22,0.91,0
Pre-Monsoon,414,32.8,72,0.19,21,0.88,4
Post-Monsoon,928,25.0,70,0.3,13,2.11,1
Monsoon,622,23.7,93,0.92,3,2.16,0
Monsoon,288,24.0,93,0.51,1,2.49,0
Post-Monsoon,251,20.3,84,0.38,1,1.24,0
Monsoon,362,26.2,90,0.78,8,1.8,0
Pre-Monsoon,867,25.7,60,0.2,13,1.52,1
Winter,752,16.7,78,0.12,18,3.29,2
Monsoon,599,24.7,91,0.86,13,1.48,0
Monsoon,623,27.0,87,0.69,8,2.53,0
Pre-Monsoon,344,26.9,84,0.11,10,2.36,0
Monsoon,272,24.8,89,0.51,6,1.13,0
Post-Monsoon,532,27.9,77,0.36,21,1.52,0
Pre-Monsoon,779,27.4,70,0.16,12,2.22,1
Winter,751,12.9,66,0.14,20,1.35,1
Monsoon,916,23.1,89,0.53,4,1.07,0
Pre-Monsoon,390,28.3,60,0.27,6,1.88,0
Monsoon,495,28.2,91,0.64,10,3.29,0
Post-Monsoon,449,19.8,83,0.11,15,1.61,0
Pre-Monsoon,288,27.5,63,0.12,3,2.58,0
Pre-Monsoon,538,30.5,76,0.37,3,3.48,0
Pre-Monsoon,328,30.0,85,0.18,6,1.2,0
Monsoon,880,25.0,94,0.88,12,1.93,0
Monsoon,893,22.2,94,0.91,14,1.15,0
Post-Monsoon,713,21.2,70,0.19,12,2.13,1
Monsoon,495,24.0,97,0.59,3,1.31,0
Post-Monsoon,642,27.0,84,0.2,18,2.02,1
Pre-Monsoon,699,25.0,77,0.11,4,1.62,1
Monsoon,793,26.5,87,0.58,18,2.16,0
Post-Monsoon,785,26.1,84,0.23,19,1.44,1
Post-Monsoon,883,22.2,82,0.18,3,1.83,1
Pre-Monsoon,483,31.6,84,0.54,22,1.24,0
Post-Monsoon,729,20.8,76,0.39,15,1.39,0
Winter,862,17.4,75,0.05,2,1.7,1
Winter,484,21.5,65,0.15,7,0.9,0
Monsoon,282,25.7,87,0.82,22,1.4,0
Winter,580,13.9,73,0.03,10,2.79,1
Pre-Monsoon,401,28.2,76,0.47,6,2.12,0
Post-Monsoon,821,25.0,80,0.34,3,1.57,1
Monsoon,512,25.1,95,0.92,1,1.39,0
Post-Monsoon,846,22.8,82,0.24,15,0.85,3
Monsoon,555,24.5,98,0.89,11,2.48,0
Monsoon,417,28.1,92,0.8,16,2.54,0
Monsoon,514,27.4,86,0.55,6,1.83,0
Pre-Monsoon,816,26.9,81,0.44,20,1.45,0
Pre-Monsoon,482,26.5,76,0.38,11,2.62,0
Post-Monsoon,774,20.1,82,0.11,10,1.7,1
Monsoon,425,26.9,89,0.75,13,2.59,0
Pre-Monsoon,285,27.0,78,0.16,9,1.84,0
Winter,430,20.9,72,0.03,19,2.23,0
Pre-Monsoon,692,25.6,83,0.29,3,3.09,2
Pre-Monsoon,845,31.4,80,0.44,2,2.26,0
Monsoon,541,23.3,88,0.73,7,1.35,0
Pre-Monsoon,391,29.0,61,0.26,2,3.36,0
Monsoon,604,29.6,91,0.88,18,1.69,0
Monsoon,676,27.2,87,0.89,17,1.71,0
Monsoon,871,26.8,90,0.5,4,1.16,0
Monsoon,760,23.8,89,0.81,22,1.89,0
Winter,505,19.1,65,0.05,11,1.32,0
Pre-Monsoon,931,31.3,65,0.55,0,1.97,0
Post-Monsoon,765,21.1,84,0.15,14,0.92,3
Monsoon,426,25.0,85,0.89,1,1.67,0
Post-Monsoon,577,26.7,80,0.37,18,1.47,0
Monsoon,306,28.7,92,0.8,8,1.76,0
Monsoon,422,24.4,90,0.54,20,1.88,0
Post-Monsoon,733,22.7,73,0.39,8,2.27,0
Monsoon,647,28.3,95,0.74,17,1.97,0
Monsoon,727,28.7,95,0.55,20,1.37,0
Winter,782,12.1,77,0.1,12,1.26,1
Monsoon,935,27.9,89,0.84,13,1.87,0
Pre-Monsoon,387,31.5,71,0.42,9,1.77,0
Pre-Monsoon,696,32.8,60,0.25,16,3.01,2
Winter,801,20.8,78,0.15,8,1.02,3
Post-Monsoon,844,19.6,72,0.35,9,2.15,1
Monsoon,687,27.1,87,0.79,1,2.1,0
Winter,757,15.5,68,0.13,8,1.99,1
Monsoon,310,25.7,88,0.84,2,1.17,0
Pre-Monsoon,273,32.8,62,0.52,1,1.93,0
Pre-Monsoon,774,26.9,69,0.42,1,1.79,0
Post-Monsoon,910,23.6,73,0.31,8,2.38,1
Monsoon,744,25.7,89,0.53,8,1.0,0
Monsoon,298,26.2,86,0.56,0,2.54,0
Post-Monsoon,631,20.6,74,0.13,20,1.96,1
Pre-Monsoon,617,29.8,80,0.1,11,0.88,3
Pre-Monsoon,256,26.1,69,0.23,15,2.47,0
Monsoon,502,25.1,91,0.9,10,3.15,0
Post-Monsoon,332,19.6,71,0.33,5,1.36,0
Post-Monsoon,679,25.4,77,0.33,15,2.95,2
Pre-Monsoon,275,28.9,82,0.19,20,2.01,0
Monsoon,590,24.3,87,0.55,23,1.24,0
Monsoon,923,30.0,86,0.75,16,1.38,0
Winter,726,14.8,80,0.04,6,1.37,1
Pre-Monsoon,799,30.7,68,0.26,2,1.77,1
Post-Monsoon,735,24.0,75,0.35,21,1.62,1
Post-Monsoon,497,19.3,85,0.1,12,2.79,0
Monsoon,639,29.1,89,0.56,15,1.61,0
Monsoon,648,23.7,92,0.61,5,2.13,0
Winter,595,19.8,76,0.09,0,1.66,1
Pre-Monsoon,828,26.4,79,0.14,7,2.17,1
Monsoon,513,27.2,90,0.95,15,1.71,0
Monsoon,807,29.1,98,0.86,8,1.74,0
Pre-Monsoon,285,32.2,67,0.25,16,1.03,4
Monsoon,939,25.3,98,0.87,4,3.02,0
Monsoon,485,29.0,85,0.76,2,2.5,0
Monsoon,705,27.5,90,0.94,1,2.33,0
Pre-Monsoon,934,32.7,69,0.17,12,1.78,1
Pre-Monsoon,703,29.7,77,0.48,19,1.69,0
Post-Monsoon,784,22.8,75,0.21,15,2.06,1
Winter,942,16.5,66,0.04,20,1.33,1
Monsoon,558,22.0,92,0.81,17,1.62,0
Monsoon,549,25.3,85,0.73,3,1.62,0
Winter,814,19.1,77,0.01,6,3.13,2
Monsoon,296,23.9,87,0.55,8,1.82,0
Pre-Monsoon,514,31.1,68,0.21,1,2.12,0
Pre-Monsoon,321,28.9,78,0.48,4,1.45,0
Monsoon,428,29.4,92,0.85,0,1.24,0
Post-Monsoon,658,27.9,84,0.14,15,1.75,1
Monsoon,265,29.7,94,0.66,22,1.3,0
Pre-Monsoon,322,29.8,81,0.35,11,1.23,0
Post-Monsoon,578,23.3,78,0.19,9,2.56,1
Winter,406,13.6,77,0.07,6,2.2,0
Monsoon,385,22.3,85,0.5,16,1.31,0
Monsoon,458,24.6,97,0.55,23,2.46,0
Monsoon,432,27.1,90,0.72,14,2.63,0
Post-Monsoon,773,18.8,75,0.12,12,2.37,1
Monsoon,654,28.7,95,0.78,2,1.35,0
Monsoon,918,25.2,92,0.51,18,1.66,0
Pre-Monsoon,598,29.2,70,0.44,18,1.81,0
Pre-Monsoon,815,33.0,82,0.16,20,1.98,1
Winter,713,13.1,74,0.11,7,1.59,1
Pre-Monsoon,467,32.1,62,0.49,18,1.83,0
Winter,574,14.6,76,0.07,23,1.79,1
Pre-Monsoon,829,32.5,77,0.27,8,1.13,3
Monsoon,809,24.8,92,0.75,10,2.96,0
Monsoon,929,26.1,87,0.91,10,2.68,0
Monsoon,941,23.3,96,0.84,4,1.57,0
Monsoon,407,25.5,87,1.0,1,2.02,0
Monsoon,935,24.5,87,0.65,3,1.86,0
Monsoon,754,29.9,98,0.86,8,1.96,0
Monsoon,386,28.1,93,0.7,18,2.37,0
Monsoon,547,22.6,95,0.66,6,1.95,0
Monsoon,577,27.6,92,0.78,0,2.06,0
Winter,545,19.4,69,0.06,0,3.07,0
Pre-Monsoon,635,33.0,78,0.35,21,1.76,1
Winter,266,17.0,67,0.13,6,2.66,0
Monsoon,478,25.2,87,0.96,5,1.65,0
Post-Monsoon,817,23.1,75,0.34,16,2.8,1
Post-Monsoon,874,19.1,81,0.4,2,1.21,0
Monsoon,292,22.3,93,0.95,14,1.85,0
Post-Monsoon,749,21.2,75,0.4,16,2.3,0
Pre-Monsoon,788,27.6,70,0.44,16,0.88,0
Winter,942,19.0,65,0.03,14,2.85,2
Post-Monsoon,461,18.1,83,0.24,22,1.26,0
Post-Monsoon,787,26.4,80,0.37,3,1.5,0
Pre-Monsoon,336,26.3,64,0.4,10,1.7,0
Monsoon,617,27.4,85,0.71,1,2.1,0
Pre-Monsoon,286,25.2,65,0.37,12,2.6,0
Monsoon,862,28.5,85,0.66,2,2.06,0
Winter,267,17.0,71,0.11,13,2.77,0
Monsoon,922,23.8,94,0.79,4,1.37,0
Monsoon,532,24.7,93,0.67,1,0.81,0
Pre-Monsoon,563,30.3,78,0.24,14,1.78,1
Winter,378,17.5,76,0.01,23,1.42,0
Post-Monsoon,864,18.7,80,0.19,22,1.47,1
Monsoon,933,23.1,85,0.72,21,1.45,0
Post-Monsoon,750,26.3,75,0.16,0,2.58,1
Monsoon,920,27.2,92,0.54,19,1.72,0
Post-Monsoon,923,20.4,71,0.17,8,1.43,1
Monsoon,676,27.8,88,0.97,2,2.55,0
Monsoon,786,27.5,86,0.7,3,1.22,0
Pre-Monsoon,877,32.2,68,0.23,11,1.76,1
Pre-Monsoon,674,26.1,83,0.51,11,1.77,0
Monsoon,710,23.9,87,0.86,2,3.29,0
Pre-Monsoon,394,26.9,66,0.55,10,1.71,0
Post-Monsoon,653,23.7,83,0.19,22,2.5,1
Monsoon,824,22.7,85,0.77,12,2.02,0
Post-Monsoon,768,19.0,79,0.36,16,1.19,0
Pre-Monsoon,513,28.1,70,0.35,23,1.96,0
Pre-Monsoon,829,28.3,78,0.36,14,1.61,0
Pre-Monsoon,596,30.4,61,0.22,21,1.45,1
Monsoon,423,25.9,87,0.98,22,2.85,0
Monsoon,419,29.3,87,0.62,7,1.1,0
Post-Monsoon,500,24.7,79,0.24,14,1.22,0
Post-Monsoon,418,20.0,85,0.39,5,2.51,0
Pre-Monsoon,373,27.7,76,0.3,5,2.35,0
Monsoon,749,22.5,96,0.82,7,2.65,0
Monsoon,745,25.3,91,0.7,13,3.19,0
Post-Monsoon,543,26.7,84,0.27,23,1.66,0
Monsoon,418,23.2,97,0.8,14,1.42,0
Monsoon,855,28.6,97,0.51,8,1.43,0
Pre-Monsoon,293,30.6,85,0.12,12,1.03,4
Winter,386,15.9,77,0.15,5,2.04,0
Post-Monsoon,676,20.0,78,0.35,4,2.0,1
Winter,380,13.3,67,0.13,16,1.44,0
Monsoon,259,22.8,88,0.59,14,2.17,0
Post-Monsoon,465,24.0,83,0.1,5,1.37,0
Post-Monsoon,671,27.5,73,0.12,18,1.32,1
Monsoon,610,24.6,98,0.78,15,1.53,0
Post-Monsoon,531,24.7,78,0.28,19,1.78,0
Monsoon,398,28.0,94,0.69,7,2.23,0
Winter,834,14.0,79,0.06,5,1.57,1
Monsoon,823,27.2,97,0.82,1,1.62,0
Monsoon,780,24.3,86,0.54,4,1.59,0
Pre-Monsoon,766,31.2,66,0.27,11,1.7,1
Pre-Monsoon,404,25.9,69,0.18,18,2.49,0
Winter,868,16.6,80,0.09,19,1.23,1
Winter,787,14.7,73,0.15,12,1.61,1
Post-Monsoon,449,21.2,81,0.11,18,1.65,0
Monsoon,454,26.7,86,0.85,5,1.67,0
Post-Monsoon,641,18.1,75,0.3,3,2.37,1
Monsoon,269,24.4,97,0.67,7,2.41,0
Pre-Monsoon,702,32.3,83,0.37,13,2.1,0
Monsoon,483,28.3,86,0.95,18,1.5,0
Monsoon,277,28.9,88,0.75,13,3.09,0
Monsoon,340,27.1,98,0.52,12,1.47,0
Monsoon,639,29.8,88,0.9,3,1.54,0
Monsoon,889,22.8,85,0.78,7,1.93,0
Monsoon,394,26.3,87,0.66,13,1.67,0
Monsoon,802,28.1,87,0.57,16,1.68,0
Winter,546,14.2,66,0.08,21,1.47,0
Post-Monsoon,782,25.5,82,0.21,9,1.65,1
Post-Monsoon,810,21.7,85,0.14,14,1.69,1
Post-Monsoon,310,27.8,75,0.2,11,3.02,0
Monsoon,425,23.2,97,0.79,5,1.69,0
Monsoon,830,28.2,90,0.61,10,2.11,0
Pre-Monsoon,837,31.7,71,0.46,13,2.18,0
Monsoon,567,25.8,85,0.67,0,2.25,0
Pre-Monsoon,667,29.0,60,0.38,5,3.31,0
Winter,441,18.4,80,0.02,23,3.09,0
Post-Monsoon,763,20.9,73,0.23,9,3.31,2
Monsoon,298,28.8,88,0.52,16,3.13,0
Post-Monsoon,473,20.3,74,0.16,23,1.27,0
Monsoon,540,29.0,92,0.6,10,1.12,0
Monsoon,866,23.4,89,0.75,5,2.22,0
Monsoon,716,27.3,91,0.8,7,1.26,0
Monsoon,870,24.0,91,0.67,20,2.29,0
Post-Monsoon,274,27.5,78,0.29,23,3.06,0
Post-Monsoon,739,27.1,82,0.39,12,1.4,0
Monsoon,939,26.2,86,0.76,12,2.4,0
Monsoon,408,26.5,96,0.71,7,1.64,0
Monsoon,696,23.5,93,0.83,6,1.64,0
Winter,880,13.3,67,0.08,18,1.75,1
Post-Monsoon,375,26.1,80,0.11,9,1.81,0
Post-Monsoon,933,26.4,78,0.16,1,2.36,1
Monsoon,814,22.7,92,0.94,4,1.37,0
Monsoon,413,28.3,93,0.95,18,1.35,0
Winter,566,12.0,75,0.03,14,1.4,1
Monsoon,935,28.8,94,0.71,19,1.32,0
Monsoon,902,25.1,91,0.62,18,3.23,0
Monsoon,365,23.7,86,0.78,14,2.32,0
Winter,933,19.4,77,0.12,2,1.26,1
Post-Monsoon,274,19.8,73,0.18,4,2.41,0
Monsoon,697,29.5,90,0.56,18,0.92,0
Monsoon,344,23.0,98,0.54,5,2.9,0
Post-Monsoon,561,19.4,76,0.3,6,1.57,1
Winter,710,16.5,69,0.0,17,3.16,2
Monsoon,904,27.8,85,0.7,0,1.24,0
Post-Monsoon,567,27.5,74,0.37,21,1.57,0
Winter,492,12.3,72,0.14,6,2.03,0
Monsoon,402,27.5,94,0.82,10,1.68,0
Monsoon,633,28.7,88,1.0,7,0.85,0
Winter,551,17.7,76,0.07,9,3.34,2
Winter,509,13.5,80,0.11,21,2.73,0
Monsoon,862,22.9,95,0.83,4,2.08,0
Monsoon,721,26.9,91,0.94,12,2.37,0
Pre-Monsoon,649,27.8,85,0.53,2,1.02,0
Post-Monsoon,348,25.5,82,0.12,6,1.78,0
Pre-Monsoon,552,31.0,74,0.28,11,2.25,1
Monsoon,627,22.5,85,0.85,8,0.73,0
Monsoon,733,25.6,86,0.88,9,1.58,0
Post-Monsoon,614,20.3,73,0.14,4,1.9,1
Pre-Monsoon,835,25.5,67,0.5,0,2.42,0
Monsoon,712,28.6,86,0.68,13,1.89,0
Pre-Monsoon,334,30.1,81,0.56,11,2.27,0
Pre-Monsoon,276,32.8,66,0.16,2,2.3,0
Monsoon,926,23.5,90,0.72,19,1.21,0
Monsoon,949,23.0,91,0.95,14,3.13,0
Pre-Monsoon,336,27.3,82,0.22,10,2.03,0
Monsoon,286,27.7,87,0.74,21,2.0,0
Pre-Monsoon,457,30.7,78,0.19,22,1.12,0
Winter,275,15.1,74,0.06,0,1.0,4
Pre-Monsoon,703,28.2,70,0.28,12,1.24,1
Monsoon,288,27.2,93,0.72,0,1.2,0
Post-Monsoon,559,26.6,73,0.16,1,2.01,1
Post-Monsoon,575,25.4,76,0.27,2,2.61,1
Pre-Monsoon,853,29.7,80,0.26,13,1.98,1
Pre-Monsoon,541,25.7,75,0.45,17,1.72,0
